"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"70","STOMACH","C16","Cancer, NOS","8000/3","40","16","Southern Europe","Italy","","859","","Microsatellite instability and mutations of p53 and TGF-beta RII genes in gastric cancer","Renault B;Calistri D;Buonsanti G;Nanni O;Amadori D;Ranzani GN;","1996","Hum Genet","98","601","607","0008882883","","","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"71","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","16","8","South Eastern Asia","Thailand","","881","","Prevalence of p53 mutations and protein expression in esophageal cancers in southern Thailand","Suwiwat S;Oda H;Shimizu Y;Ishikawa T;","1997","Int J Cancer","72","23","26","0009212217","","frozen","DNA","none","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"72","COLON","C18","Adenocarcinoma, NOS","8140/3","40","19","Eastern Asia","Japan","","899","","WAF1 expression and p53 mutations in human colorectal cancers","Wang A;Yoshimi N;Ino N;Tanaka T;Mori H;","1997","J Cancer Res Clin Oncol","123","118","123","0009030251","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"73","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","23","17","Eastern Asia","China","","902","","p53 mutations in esophageal tumors from a high incidence area of China in relation to patient diet and smoking history","Bennett WP;von Brevern MC;Zhu SM;Bartsch H;Muehlbauer KR;Hollstein MC;","1997","Cancer Epidemiol Biomarkers Prev","6","963","966","0009367071","","fixed","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"74","ESOPHAGUS","C15","Adenocarcinoma, NOS","8140/3","5","2","Eastern Asia","China","","902","","p53 mutations in esophageal tumors from a high incidence area of China in relation to patient diet and smoking history","Bennett WP;von Brevern MC;Zhu SM;Bartsch H;Muehlbauer KR;Hollstein MC;","1997","Cancer Epidemiol Biomarkers Prev","6","963","966","0009367071","","fixed","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"75","ESOPHAGUS","C15","Cancer, NOS","8000/3","33","12","Eastern Asia","China","","910","","Correlation between p53 nuclear protein accumulation and mutations of the p53 gene in human esophageal cancer from Linxian","Yuanyuan L;Yongjun LSG;","1995","Chinese J","11","412","414","8697989","","","DNA","","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"76","STOMACH","C16","Adenocarcinoma, NOS","8140/3","32","10","Eastern Asia","Japan","","973","","Expression of p53 and p21WAF1/CIP1 proteins in gastric and esophageal cancers: comparison with mutations of the p53 gene","Seta T;Imazeki F;Yokosuka O;Saisho H;Suzuki T;Koide Y;Isono K;","1998","Dig Dis Sci","43","279","289","0009512119","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"77","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","5","4","Eastern Asia","Japan","","973","","Expression of p53 and p21WAF1/CIP1 proteins in gastric and esophageal cancers: comparison with mutations of the p53 gene","Seta T;Imazeki F;Yokosuka O;Saisho H;Suzuki T;Koide Y;Isono K;","1998","Dig Dis Sci","43","279","289","0009512119","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"78","ESOPHAGUS","C15","Adenocarcinoma, NOS","8140/3","1","1","Northern America","USA","","991","","Anti-p53 antibodies in patients with Barrett's esophagus or esophageal carcinoma can predate cancer diagnosis","Cawley HM;Meltzer SJ;De Benedetti VM;Hollstein MC;Muehlbauer KR;Liang L;Bennett WP;Souza RF;Greenwald BD;Cottrell J;Salabes A;Bartsch H;Trivers GE;","1998","Gastroenterology","115","19","27","0009649454","Incorrect mutations","fixed","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"79","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","9","7","Northern America","USA","","991","","Anti-p53 antibodies in patients with Barrett's esophagus or esophageal carcinoma can predate cancer diagnosis","Cawley HM;Meltzer SJ;De Benedetti VM;Hollstein MC;Muehlbauer KR;Liang L;Bennett WP;Souza RF;Greenwald BD;Cottrell J;Salabes A;Bartsch H;Trivers GE;","1998","Gastroenterology","115","19","27","0009649454","Incorrect mutations","fixed","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"80","ESOPHAGUS","C15","Carcinoma, NOS","8010/3","42","19","Northern America","USA","","1010","","p53 sequence analysis predicts treatment response and outcome of patients with esophageal carcinoma","Ribeiro U;Finkelstein SD;Safatle-Ribeiro AV;Landreneau RJ;Clarke MR;Bakker A;Swalsky PA;Gooding WE;Posner MC;","1998","Cancer","83","7","18","0009655287","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"81","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","76","13","Southern Africa","South Africa","","1032","","p53 and p16/CDKN2 gene mutations in esophageal tumors from a high- incidence area in South Africa","Gamieldien W;Victor TC;Mugwanya D;Stepien A;Gelderblom WC;Marasas WF;Geiger DH;van Helden PD;","1998","Int J Cancer","78","544","549","0009808520","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"83","ESOPHAGUS","C15","Adenocarcinoma, NOS","8140/3","14","2","Southern Europe","Spain","","1053","","Mutation analysis of the p53, APC, and p16 genes in the Barrett's oesophagus, dysplasia, and adenocarcinoma","Gonzalez MV;Artimez ML;Rodrigo L;Lopez-Larrea C;Menendez MJ;Alvarez V;Perez R;Fresno MF;Perez MJ;Sampedro A;Coto E;","1997","J Clin Pathol","50","212","217","0009155671","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"84","STOMACH","C16","Adenocarcinoma, intestinal type (C16._)","8144/3","28","12","Southern Europe","Italy","","1075","","Implications of p53 mutation spectrum for cancer etiology in gastric cancers of various histologic types from a high-risk area of central Italy","Shiao YH;Palli D;Buzard GS;Caporaso NE;Amorosi A;Saieva C;Fraumeni JF;Anderson LM;Rice JM;","1998","Carcinogenesis","19","2145","2149","0009886570","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"85","STOMACH","C16","Adenocarcinoma, diffuse type (C16._)","8145/3","57","12","Southern Europe","Italy","","1075","","Implications of p53 mutation spectrum for cancer etiology in gastric cancers of various histologic types from a high-risk area of central Italy","Shiao YH;Palli D;Buzard GS;Caporaso NE;Amorosi A;Saieva C;Fraumeni JF;Anderson LM;Rice JM;","1998","Carcinogenesis","19","2145","2149","0009886570","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"86","STOMACH","C16","Adenocarcinoma, NOS","8140/3","18","9","Southern Europe","Italy","","1075","","Implications of p53 mutation spectrum for cancer etiology in gastric cancers of various histologic types from a high-risk area of central Italy","Shiao YH;Palli D;Buzard GS;Caporaso NE;Amorosi A;Saieva C;Fraumeni JF;Anderson LM;Rice JM;","1998","Carcinogenesis","19","2145","2149","0009886570","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"87","PANCREAS","C25","Adenocarcinoma, NOS","8140/3","68","20","Northern America","USA","","1187","1084","Structural alteration of p53 protein correlated to survival in patients with pancreatic adenocarcinoma","Li Y;Bhuiyan M;Vaitkevicius VK;Sarkar FH;","1999","Pancreas","18","104","110","0009888666","","fixed","DNA","none","direct","false","false","true","true","true","true","true","false","true","false","false","No"
"88","OTHER AND UNSPECIFIED PARTS OF MOUTH","C06","Squamous cell carcinoma, NOS","8070/3","55","14","Southern Africa","South Africa","","1093","1070","Correlation between p53 gene mutation, p53 protein labeling and PCNA expression in oral squamous cell carcinomas","van Heerden WF;van Rensburg EJ;Hemmer J;Raubenheimer EJ;Engelbrecht S;","1998","Anticancer Res","18","237","240","0009568083","Other mutations in ref 1070","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"89","STOMACH","C16","Cancer, NOS","8000/3","100","35","Northern America","USA","","1172","1172","The relation of p53 gene mutations to gastric cancer subsite and phenotype","Tolbert D;Fenoglio-Preiser C;Noffsinger A;De Voe G;MacDonald J;Benedetti J;Stemmermann GN;","1999","Cancer Causes Control","10","227","231","0010454068","Add info in ref 1236","fixed","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"91","ESOPHAGUS","C15","Adenocarcinoma, NOS","8140/3","16","7","Northern America","USA","","1238","","mdm-2 expression correlates with wild-type p53 status in esophageal adenocarcinoma","Soslow RA;Altorki NK;Yang G;Xie D;Yang CS;","1999","Mod Pathol","12","580","586","0010392633","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"92","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","31","15","Eastern Asia","China","","1261","","Different frequencies of p53 codon-249 hot-spot mutations in hepatocellular carcinomas in Jiang-su province of China","Shimizu Y;Zhu JJ;Han F;Ishikawa T;Oda H;","1999","Int J Cancer","82","187","190","0010389750","","fixed","DNA","none","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"93","STOMACH","C16","Cancer, NOS","8000/3","30","11","Eastern Asia","Japan","","1276","","Analysis of p53 gene mutations in Helicobacter pylori-associated gastritis mucosa in endoscopic biopsy specimens","Murakami K;Fujioka T;Okimoto T;Mitsuishi Y;Oda T;Nishizono A;Nasu M;","1999","Scand J Gastroenterol","34","474","477","0010423062","","","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","true","No"
"94","OTHER AND UNSPECIFIED PARTS OF MOUTH","C06","Squamous cell carcinoma, NOS","8070/3","72","16","South Central Asia","India","","1282","","Low incidence of p53 mutations in betel quid and tobacco chewing- associated oral squamous carcinoma from India","Kannan K;Munirajan AK;Krishnamurthy J;Bhuvarahamurthy V;Mohanprasad BK;Panishankar KH;Tsuchida N;Shanmugam G;","1999","Int J Oncol","15","1133","1136","0010568819","","fresh","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"95","OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS","C08","Carcinoma, NOS","8010/3","19","7","Northern Europe","Norway","","1332","","Expression and mutation patterns of p53 in benign and malignant salivary gland tumors","Nordkvist A;Roijer E;Bang G;Gustafsson H;Behrendt M;Ryd W;Thoresen S;Donath K;Stenman G;","2000","Int J Oncol","16","477","483","0010675478","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"97","URETER","C66","Transitional cell carcinoma, NOS","8120/3","88","22","Eastern Asia","Japan","","1335","554","Missense mutation of the hMSH6 and p53 genes in sporadic urothelial transitional cell carcinoma","Furihata M;Shuin T;Takeuchi T;Sonobe H;Ohtsuki Y;Akiyama Y;Yuasa Y;","2000","Int J Oncol","16","491","496","0010675480","See also ref 1697","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"98","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","136","49","Northern Europe","Sweden","","1342","1342","Deregulation of the p14ARF/MDM2/p53 pathway is a prerequisite for human astrocytic gliomas with G1-S transition control gene abnormalities","Ichimura K;Bolin MB;Goike HM;Schmidt EE;Moshref A;Collins VP;","2000","Cancer Res","60","417","424","0010667596","See ref 2097","frozen","DNA","DGGE","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"99","HEAD&NECK, NOS","C00-C14","Squamous cell carcinoma, NOS","8070/3","22","15","Northern Europe","UK","","1343","","p53 alterations in recurrent squamous cell cancer of the head and neck refractory to radiotherapy","Ganly I;Soutar DS;Brown R;Kaye SB;","2000","Br J Cancer","82","392","398","0010646894","","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"100","BREAST","C50","Carcinoma, NOS","8010/3","76","30","Eastern Asia","Japan","","1346","1099","Distinct prognostic values of p53 mutations and loss of estrogen receptor and their cumulative effect in primary breast cancers","Takahashi M;Tonoki H;Tada M;Kashiwazaki H;Furuuchi K;Hamada J;Fujioka Y;Sato Y;Takahashi H;Todo S;Sakuragi N;Moriuchi T;","2000","Int J Cancer","89","92","99","0010719737","","frozen","RNA","FASAY","cloned","false","false","true","true","true","true","true","true","true","false","false","No"
"101","OROPHARYNX","C10","Squamous cell carcinoma, NOS","8070/3","38","23","Eastern Asia","Japan","","1347","","Clinical significance of p53 functional loss in squamous cell carcinoma of the oropharynx","Obata A;Eura M;Sasaki J;Saya H;Chikamatsu K;Tada M;Iggo RD;Yumoto E;","2000","Int J Cancer","89","187","193","0010754498","","fresh","RNA","FASAY","cloned","true","true","true","true","true","true","true","true","true","true","false","No"
"102","BREAST","C50","Cancer, NOS","8000/3","63","13","Western Europe","Austria","","1348","","TP53 mutation and p53 overexpression for prediction of response to neoadjuvant treatment in breast cancer patients","Kandioler-Eckersberger D;Ludwig C;Rudas M;Kappel S;Janschek E;Wenzel C;Schlagbauer-Wadl H;Mittlbock M;Gnant M;Steger G;Jakesz R;","2000","Clin Cancer Res","6","50","56","0010656431","","fixed","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"103","ESOPHAGUS","C15","Carcinoma, NOS","8010/3","138","78","Eastern Asia","Japan","","1352","","Mutations in zinc-binding domains of p53 as a prognostic marker of esophageal-cancer patients","Kihara C;Seki T;Furukawa Y;Yamana H;Kimura Y;van Schaardenburgh P;Hirata K;Nakamura Y;","2000","Jpn J Cancer Res","91","190","198","0010761706","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
